Date,Open,High,Low,Close,Adj Close,Volume
2015-01-01,105.050003,106.500000,100.089996,100.139999,77.802605,195025900
2015-02-01,100.489998,103.330002,97.150002,102.510002,79.643936,191367400
2015-03-01,102.510002,103.410004,98.220001,100.599998,78.707100,177464600
2015-04-01,100.459999,102.139999,98.040001,99.199997,77.611748,171578200
2015-05-01,99.620003,104.480003,98.660004,100.139999,78.347206,143779800
2015-06-01,100.279999,100.839996,97.010002,97.459999,76.806473,170023700
2015-07-01,98.300003,101.360001,96.639999,100.209999,78.973701,151835800
2015-08-01,100.000000,101.000000,81.790001,93.980003,74.063942,194654400
2015-09-01,92.290001,96.190002,89.900002,93.349998,74.130241,202039800
2015-10-01,93.430000,102.120003,91.760002,101.029999,80.229019,191690900
2015-11-01,101.180000,103.000000,99.739998,101.239998,80.395752,126172600
2015-12-01,101.730003,105.489998,100.309998,102.720001,82.172356,162039600
2016-01-01,101.709999,104.750000,94.279999,104.440002,83.548317,211278000
2016-02-01,103.610001,106.919998,99.779999,105.209999,84.164299,201552000
2016-03-01,105.900002,109.559998,105.440002,108.199997,87.183456,172970400
2016-04-01,108.000000,114.190002,107.690002,112.080002,90.309814,158186600
2016-05-01,112.220001,115.000000,111.699997,112.690002,90.801315,141096900
2016-06-01,112.690002,121.410004,112.070000,121.300003,98.436768,167571400
2016-07-01,121.300003,126.070000,120.790001,125.230003,101.626045,131996000
2016-08-01,125.309998,125.900002,118.330002,119.339996,96.846199,138570700
2016-09-01,119.190002,119.970001,117.040001,118.129997,96.503784,130378400
2016-10-01,118.000000,120.199997,112.989998,115.989998,94.755547,140054500
2016-11-01,114.760002,122.500000,111.300003,111.300003,90.924164,171310900
2016-12-01,111.360001,117.300003,109.320000,115.209999,94.768730,138044800
2017-01-01,115.779999,117.000000,110.760002,113.250000,93.156502,143312500
2017-02-01,112.480003,122.879997,112.470001,122.209999,100.526749,133814500
2017-03-01,122.489998,129.000000,122.389999,124.550003,103.129494,166544900
2017-04-01,124.730003,125.809998,120.949997,123.470001,102.235275,106205200
2017-05-01,123.400002,128.800003,122.339996,128.250000,106.193161,112541500
2017-06-01,128.320007,137.000000,128.119995,132.289993,110.264732,145558900
2017-07-01,132.789993,137.080002,129.570007,132.720001,110.623154,107885800
2017-08-01,133.169998,134.970001,130.899994,132.369995,110.331413,107061100
2017-09-01,132.600006,135.789993,129.050003,130.009995,109.053688,116205400
2017-10-01,130.160004,144.350006,130.020004,139.410004,116.938499,123841100
2017-11-01,139.830002,141.869995,136.600006,139.330002,116.871376,93742200
2017-12-01,139.570007,143.800003,138.600006,139.720001,117.916237,114023200
2018-01-01,139.660004,148.320007,138.100006,138.190002,116.624992,170954200
2018-02-01,137.529999,140.669998,122.150002,129.880005,109.611794,177033700
2018-03-01,129.110001,135.699997,124.900002,128.149994,108.844307,151837800
2018-04-01,127.820000,132.880005,123.540001,126.489998,107.434380,144094200
2018-05-01,126.320000,127.610001,118.620003,119.620003,101.599335,139533300
2018-06-01,120.379997,124.849998,119.970001,121.339996,103.824577,138683200
2018-07-01,121.339996,132.639999,120.110001,132.520004,113.390762,145735900
2018-08-01,132.389999,137.429993,128.929993,134.690002,115.247505,123996800
2018-09-01,134.690002,143.130005,133.440002,138.169998,119.013054,122168800
2018-10-01,138.259995,141.429993,132.229996,139.990005,120.580719,167964600
2018-11-01,140.070007,148.750000,139.000000,146.899994,126.532661,152746600
2018-12-01,145.570007,148.990005,121.000000,129.050003,111.865387,289169400
2019-01-01,128.130005,135.190002,125.000000,133.080002,115.358719,174392900
2019-02-01,134.020004,137.949997,131.259995,136.639999,118.444664,119453700
2019-03-01,137.220001,140.000000,135.740005,139.789993,121.978889,137354500
2019-04-01,139.990005,141.449997,134.419998,141.199997,123.209221,124329800
2019-05-01,140.949997,142.350006,128.520004,131.149994,114.439735,159034100
2019-06-01,131.500000,144.979996,131.039993,139.279999,122.365440,150883000
2019-07-01,140.199997,142.470001,127.839996,130.220001,114.405716,159847900
2019-08-01,130.259995,134.100006,126.629997,128.360001,112.771606,176400700
2019-09-01,127.989998,132.779999,126.339996,129.380005,114.519478,122925900
2019-10-01,130.020004,137.490005,126.099998,132.039993,116.873955,206654300
2019-11-01,132.050003,138.630005,129.679993,137.490005,121.697983,127753600
2019-12-01,137.720001,147.839996,136.160004,145.869995,130.009995,127761600
2020-01-01,145.869995,151.190002,141.380005,148.869995,132.683838,150462900
2020-02-01,149.419998,154.500000,130.820007,134.479996,119.858360,147288300
2020-03-01,134.779999,143.639999,109.160004,131.130005,117.617874,355927400
2020-04-01,127.699997,157.000000,125.500000,150.039993,134.579315,234380900
2020-05-01,149.619995,153.619995,143.009995,148.750000,133.422241,136206100
2020-06-01,147.289993,150.029999,137.020004,140.630005,127.013374,174066600
2020-07-01,140.690002,151.669998,140.059998,145.759995,131.646637,137880400
2020-08-01,146.389999,154.399994,145.820007,153.410004,138.555954,109956200
2020-09-01,153.869995,155.470001,142.960007,148.880005,135.359512,138799800
2020-10-01,149.309998,153.139999,133.649994,137.110001,124.658432,137284700
2020-11-01,138.979996,151.300003,137.490005,144.679993,131.540939,153635100
2020-12-01,146.289993,157.660004,145.860001,157.380005,144.081863,158925000
2021-01-01,157.240005,173.649994,154.130005,163.130005,149.346024,184488700
2021-02-01,165.309998,167.940002,157.970001,158.460007,145.070648,147681200
2021-03-01,161.449997,167.029999,151.470001,164.350006,151.401169,175073000
2021-04-01,162.600006,167.789993,156.529999,162.729996,149.908813,162648500
2021-05-01,163.600006,172.740005,163.119995,169.250000,155.915085,133901100
2021-06-01,170.149994,170.199997,161.789993,164.740005,152.707245,145670800
2021-07-01,164.740005,173.380005,164.630005,172.199997,159.622421,133724800
2021-08-01,172.470001,179.919998,171.300003,173.130005,160.484451,114788500
2021-09-01,172.899994,175.220001,161.410004,161.500000,150.593536,132028700
2021-10-01,161.529999,166.029999,157.339996,162.880005,151.880341,136327000
2021-11-01,163.160004,167.619995,155.850006,155.929993,145.399658,164263300
2021-12-01,156.880005,173.509995,156.250000,171.070007,160.562073,167972300
2022-01-01,170.210007,174.300003,158.259995,172.289993,161.707123,165534400
2022-02-01,171.740005,173.619995,155.720001,164.570007,154.461349,154615300
2022-03-01,163.039993,180.210007,162.410004,177.229996,167.411469,180106000
2022-04-01,177.050003,186.690002,175.520004,180.460007,170.462555,163454500
2022-05-01,180.470001,181.740005,172.690002,179.529999,169.584061,152737200
2022-06-01,179.149994,183.350006,167.259995,177.509995,168.753433,159293700
2022-07-01,177.449997,179.990005,169.759995,174.520004,165.910950,114640700
2022-08-01,174.169998,175.490005,161.270004,161.339996,153.381119,157260000
2022-09-01,161.490005,167.669998,160.809998,163.360001,156.344940,168332500
2022-10-01,164.289993,175.389999,159.169998,173.970001,166.499329,139408400
2022-11-01,174.059998,178.119995,166.820007,178.000000,170.356262,138341800
2022-12-01,179.000000,181.039993,174.070007,176.649994,170.155457,129803700
2023-01-01,176.160004,180.929993,161.050003,163.419998,157.411880,160524000
2023-02-01,162.990005,166.339996,153.039993,153.259995,147.625412,164776500
2023-03-01,153.009995,156.250000,150.110001,155.000000,150.375275,185723800
2023-04-01,154.949997,167.229996,153.940002,163.699997,158.815689,146069800
2023-05-01,163.600006,166.179993,153.320007,155.059998,150.433472,132112400
2023-06-01,154.539993,166.270004,153.149994,165.520004,161.792969,146413700
2023-07-01,164.339996,175.360001,157.330002,167.529999,163.757706,201425400
2023-08-01,166.369995,175.970001,161.279999,161.679993,158.039444,1084847100
2023-09-01,161.419998,165.270004,155.259995,155.750000,153.348328,147233100
2023-10-01,155.419998,159.270004,144.949997,148.339996,146.052582,152893600
2023-11-01,149.190002,155.139999,145.639999,154.660004,152.275146,131078100
2023-12-01,156.440002,160.020004,151.770004,156.740005,155.558899,146527600
